ListingInfo_Day,ListingInfo_Month,ListingInfo_Year,ListingInfo_DayofYear,ListingInfo_DayofMonth,ListingInfo_DayofWeek
328,9,2014,268,25,3
333,9,2014,273,30,1
188,5,2014,128,8,3
309,9,2014,249,6,5
80,1,2014,20,20,0
318,9,2014,258,15,0
279,8,2014,219,7,3
224,6,2014,164,13,4
301,8,2014,241,29,4
306,9,2014,246,3,2
340,10,2014,280,7,1
296,8,2014,236,24,6
322,9,2014,262,19,4
279,8,2014,219,7,3
331,9,2014,271,28,6
255,7,2014,195,14,0
296,8,2014,236,24,6
218,6,2014,158,7,5
357,10,2014,297,24,4
350,10,2014,290,17,4
231,6,2014,171,20,4
250,7,2014,190,9,2
362,10,2014,302,29,2
267,7,2014,207,26,5
339,10,2014,279,6,0
257,7,2014,197,16,2
322,9,2014,262,19,4
269,7,2014,209,28,0
362,10,2014,302,29,2
82,1,2014,22,22,2
299,8,2014,239,27,2
267,7,2014,207,26,5
299,8,2014,239,27,2
348,10,2014,288,15,2
239,6,2014,179,28,5
341,10,2014,281,8,2
115,2,2014,55,24,0
180,4,2014,120,30,2
318,9,2014,258,15,0
119,2,2014,59,28,4
312,9,2014,252,9,1
310,9,2014,250,7,6
196,5,2014,136,16,4
313,9,2014,253,10,2
357,10,2014,297,24,4
354,10,2014,294,21,1
307,9,2014,247,4,3
236,6,2014,176,25,2
364,10,2014,304,31,4
347,10,2014,287,14,1
297,8,2014,237,25,0
272,7,2014,212,31,3
303,8,2014,243,31,6
123,3,2014,63,4,1
218,6,2014,158,7,5
303,8,2014,243,31,6
231,6,2014,171,20,4
300,8,2014,240,28,3
294,8,2014,234,22,4
312,9,2014,252,9,1
328,9,2014,268,25,3
343,10,2014,283,10,4
273,8,2014,213,1,4
166,4,2014,106,16,2
281,8,2014,221,9,5
314,9,2014,254,11,3
315,9,2014,255,12,4
317,9,2014,257,14,6
257,7,2014,197,16,2
66,1,2014,6,6,0
355,10,2014,295,22,2
161,4,2014,101,11,4
315,9,2014,255,12,4
108,2,2014,48,17,0
172,4,2014,112,22,1
292,8,2014,232,20,2
133,3,2014,73,14,4
301,8,2014,241,29,4
268,7,2014,208,27,6
195,5,2014,135,15,3
272,7,2014,212,31,3
331,9,2014,271,28,6
297,8,2014,237,25,0
210,5,2014,150,30,4
80,1,2014,20,20,0
186,5,2014,126,6,1
114,2,2014,54,23,6
288,8,2014,228,16,5
326,9,2014,266,23,1
242,7,2014,182,1,1
242,7,2014,182,1,1
299,8,2014,239,27,2
354,10,2014,294,21,1
158,4,2014,98,8,1
256,7,2014,196,15,1
315,9,2014,255,12,4
339,10,2014,279,6,0
347,10,2014,287,14,1
171,4,2014,111,21,0
192,5,2014,132,12,0
351,10,2014,291,18,5
312,9,2014,252,9,1
294,8,2014,234,22,4
275,8,2014,215,3,6
350,10,2014,290,17,4
305,9,2014,245,2,1
363,10,2014,303,30,3
175,4,2014,115,25,4
350,10,2014,290,17,4
86,1,2014,26,26,6
331,9,2014,271,28,6
175,4,2014,115,25,4
312,9,2014,252,9,1
257,7,2014,197,16,2
349,10,2014,289,16,3
189,5,2014,129,9,4
245,7,2014,185,4,4
323,9,2014,263,20,5
280,8,2014,220,8,4
313,9,2014,253,10,2
283,8,2014,223,11,0
279,8,2014,219,7,3
303,8,2014,243,31,6
82,1,2014,22,22,2
184,5,2014,124,4,6
203,5,2014,143,23,4
310,9,2014,250,7,6
289,8,2014,229,17,6
355,10,2014,295,22,2
221,6,2014,161,10,1
240,6,2014,180,29,6
279,8,2014,219,7,3
349,10,2014,289,16,3
365,11,2014,305,1,5
195,5,2014,135,15,3
189,5,2014,129,9,4
268,7,2014,208,27,6
104,2,2014,44,13,3
230,6,2014,170,19,3
344,10,2014,284,11,5
147,3,2014,87,28,4
77,1,2014,17,17,4
346,10,2014,286,13,0
228,6,2014,168,17,1
229,6,2014,169,18,2
273,8,2014,213,1,4
332,9,2014,272,29,0
150,3,2014,90,31,0
311,9,2014,251,8,0
282,8,2014,222,10,6
336,10,2014,276,3,4
144,3,2014,84,25,1
257,7,2014,197,16,2
320,9,2014,260,17,2
285,8,2014,225,13,2
286,8,2014,226,14,3
349,10,2014,289,16,3
209,5,2014,149,29,3
296,8,2014,236,24,6
304,9,2014,244,1,0
303,8,2014,243,31,6
310,9,2014,250,7,6
349,10,2014,289,16,3
146,3,2014,86,27,3
297,8,2014,237,25,0
125,3,2014,65,6,3
309,9,2014,249,6,5
171,4,2014,111,21,0
253,7,2014,193,12,5
169,4,2014,109,19,5
359,10,2014,299,26,6
333,9,2014,273,30,1
332,9,2014,272,29,0
175,4,2014,115,25,4
300,8,2014,240,28,3
269,7,2014,209,28,0
340,10,2014,280,7,1
342,10,2014,282,9,3
223,6,2014,163,12,3
242,7,2014,182,1,1
280,8,2014,220,8,4
184,5,2014,124,4,6
298,8,2014,238,26,1
321,9,2014,261,18,3
347,10,2014,287,14,1
170,4,2014,110,20,6
301,8,2014,241,29,4
270,7,2014,210,29,1
220,6,2014,160,9,0
200,5,2014,140,20,1
265,7,2014,205,24,3
301,8,2014,241,29,4
252,7,2014,192,11,4
200,5,2014,140,20,1
260,7,2014,200,19,5
206,5,2014,146,26,0
312,9,2014,252,9,1
207,5,2014,147,27,1
322,9,2014,262,19,4
326,9,2014,266,23,1
228,6,2014,168,17,1
357,10,2014,297,24,4
346,10,2014,286,13,0
178,4,2014,118,28,0
174,4,2014,114,24,3
174,4,2014,114,24,3
330,9,2014,270,27,5
238,6,2014,178,27,4
355,10,2014,295,22,2
236,6,2014,176,25,2
81,1,2014,21,21,1
281,8,2014,221,9,5
222,6,2014,162,11,2
201,5,2014,141,21,2
168,4,2014,108,18,4
365,11,2014,305,1,5
168,4,2014,108,18,4
342,10,2014,282,9,3
184,5,2014,124,4,6
315,9,2014,255,12,4
295,8,2014,235,23,5
243,7,2014,183,2,2
76,1,2014,16,16,3
77,1,2014,17,17,4
294,8,2014,234,22,4
199,5,2014,139,19,0
364,10,2014,304,31,4
68,1,2014,8,8,2
335,10,2014,275,2,3
176,4,2014,116,26,5
357,10,2014,297,24,4
283,8,2014,223,11,0
280,8,2014,220,8,4
201,5,2014,141,21,2
81,1,2014,21,21,1
220,6,2014,160,9,0
69,1,2014,9,9,3
228,6,2014,168,17,1
361,10,2014,301,28,1
349,10,2014,289,16,3
81,1,2014,21,21,1
86,1,2014,26,26,6
294,8,2014,234,22,4
333,9,2014,273,30,1
348,10,2014,288,15,2
237,6,2014,177,26,3
104,2,2014,44,13,3
361,10,2014,301,28,1
290,8,2014,230,18,0
214,6,2014,154,3,1
270,7,2014,210,29,1
350,10,2014,290,17,4
302,8,2014,242,30,5
179,4,2014,119,29,1
272,7,2014,212,31,3
234,6,2014,174,23,0
166,4,2014,106,16,2
240,6,2014,180,29,6
171,4,2014,111,21,0
168,4,2014,108,18,4
338,10,2014,278,5,6
235,6,2014,175,24,1
326,9,2014,266,23,1
354,10,2014,294,21,1
297,8,2014,237,25,0
309,9,2014,249,6,5
291,8,2014,231,19,1
229,6,2014,169,18,2
299,8,2014,239,27,2
272,7,2014,212,31,3
345,10,2014,285,12,6
362,10,2014,302,29,2
350,10,2014,290,17,4
299,8,2014,239,27,2
267,7,2014,207,26,5
362,10,2014,302,29,2
86,1,2014,26,26,6
214,6,2014,154,3,1
315,9,2014,255,12,4
343,10,2014,283,10,4
279,8,2014,219,7,3
267,7,2014,207,26,5
275,8,2014,215,3,6
308,9,2014,248,5,4
297,8,2014,237,25,0
283,8,2014,223,11,0
171,4,2014,111,21,0
193,5,2014,133,13,1
206,5,2014,146,26,0
277,8,2014,217,5,1
194,5,2014,134,14,2
343,10,2014,283,10,4
356,10,2014,296,23,3
208,5,2014,148,28,2
114,2,2014,54,23,6
325,9,2014,265,22,0
278,8,2014,218,6,2
209,5,2014,149,29,3
171,4,2014,111,21,0
147,3,2014,87,28,4
289,8,2014,229,17,6
172,4,2014,112,22,1
258,7,2014,198,17,3
139,3,2014,79,20,3
362,10,2014,302,29,2
159,4,2014,99,9,2
359,10,2014,299,26,6
350,10,2014,290,17,4
266,7,2014,206,25,4
81,1,2014,21,21,1
277,8,2014,217,5,1
346,10,2014,286,13,0
131,3,2014,71,12,2
126,3,2014,66,7,4
257,7,2014,197,16,2
249,7,2014,189,8,1
234,6,2014,174,23,0
336,10,2014,276,3,4
355,10,2014,295,22,2
291,8,2014,231,19,1
255,7,2014,195,14,0
192,5,2014,132,12,0
206,5,2014,146,26,0
272,7,2014,212,31,3
263,7,2014,203,22,1
261,7,2014,201,20,6
235,6,2014,175,24,1
178,4,2014,118,28,0
76,1,2014,16,16,3
235,6,2014,175,24,1
285,8,2014,225,13,2
299,8,2014,239,27,2
355,10,2014,295,22,2
362,10,2014,302,29,2
314,9,2014,254,11,3
268,7,2014,208,27,6
222,6,2014,162,11,2
268,7,2014,208,27,6
350,10,2014,290,17,4
165,4,2014,105,15,1
284,8,2014,224,12,1
312,9,2014,252,9,1
237,6,2014,177,26,3
313,9,2014,253,10,2
362,10,2014,302,29,2
341,10,2014,281,8,2
233,6,2014,173,22,6
355,10,2014,295,22,2
322,9,2014,262,19,4
209,5,2014,149,29,3
116,2,2014,56,25,1
264,7,2014,204,23,2
297,8,2014,237,25,0
333,9,2014,273,30,1
83,1,2014,23,23,3
299,8,2014,239,27,2
267,7,2014,207,26,5
319,9,2014,259,16,1
230,6,2014,170,19,3
296,8,2014,236,24,6
145,3,2014,85,26,2
308,9,2014,248,5,4
336,10,2014,276,3,4
223,6,2014,163,12,3
315,9,2014,255,12,4
266,7,2014,206,25,4
285,8,2014,225,13,2
242,7,2014,182,1,1
228,6,2014,168,17,1
356,10,2014,296,23,3
329,9,2014,269,26,4
315,9,2014,255,12,4
319,9,2014,259,16,1
350,10,2014,290,17,4
345,10,2014,285,12,6
203,5,2014,143,23,4
264,7,2014,204,23,2
207,5,2014,147,27,1
292,8,2014,232,20,2
203,5,2014,143,23,4
296,8,2014,236,24,6
244,7,2014,184,3,3
273,8,2014,213,1,4
118,2,2014,58,27,3
259,7,2014,199,18,4
271,7,2014,211,30,2
278,8,2014,218,6,2
346,10,2014,286,13,0
236,6,2014,176,25,2
175,4,2014,115,25,4
327,9,2014,267,24,2
301,8,2014,241,29,4
82,1,2014,22,22,2
194,5,2014,134,14,2
297,8,2014,237,25,0
221,6,2014,161,10,1
355,10,2014,295,22,2
255,7,2014,195,14,0
335,10,2014,275,2,3
291,8,2014,231,19,1
299,8,2014,239,27,2
224,6,2014,164,13,4
323,9,2014,263,20,5
197,5,2014,137,17,5
166,4,2014,106,16,2
140,3,2014,80,21,4
333,9,2014,273,30,1
176,4,2014,116,26,5
66,1,2014,6,6,0
348,10,2014,288,15,2
147,3,2014,87,28,4
237,6,2014,177,26,3
310,9,2014,250,7,6
363,10,2014,303,30,3
245,7,2014,185,4,4
358,10,2014,298,25,5
333,9,2014,273,30,1
206,5,2014,146,26,0
235,6,2014,175,24,1
109,2,2014,49,18,1
161,4,2014,101,11,4
302,8,2014,242,30,5
189,5,2014,129,9,4
254,7,2014,194,13,6
257,7,2014,197,16,2
132,3,2014,72,13,3
271,7,2014,211,30,2
345,10,2014,285,12,6
291,8,2014,231,19,1
244,7,2014,184,3,3
362,10,2014,302,29,2
361,10,2014,301,28,1
199,5,2014,139,19,0
216,6,2014,156,5,3
186,5,2014,126,6,1
347,10,2014,287,14,1
211,5,2014,151,31,5
347,10,2014,287,14,1
286,8,2014,226,14,3
335,10,2014,275,2,3
69,1,2014,9,9,3
152,4,2014,92,2,2
347,10,2014,287,14,1
125,3,2014,65,6,3
306,9,2014,246,3,2
81,1,2014,21,21,1
343,10,2014,283,10,4
343,10,2014,283,10,4
277,8,2014,217,5,1
317,9,2014,257,14,6
210,5,2014,150,30,4
333,9,2014,273,30,1
285,8,2014,225,13,2
361,10,2014,301,28,1
329,9,2014,269,26,4
312,9,2014,252,9,1
104,2,2014,44,13,3
76,1,2014,16,16,3
344,10,2014,284,11,5
316,9,2014,256,13,5
210,5,2014,150,30,4
237,6,2014,177,26,3
248,7,2014,188,7,0
79,1,2014,19,19,6
218,6,2014,158,7,5
260,7,2014,200,19,5
172,4,2014,112,22,1
209,5,2014,149,29,3
202,5,2014,142,22,3
355,10,2014,295,22,2
220,6,2014,160,9,0
311,9,2014,251,8,0
254,7,2014,194,13,6
177,4,2014,117,27,6
343,10,2014,283,10,4
274,8,2014,214,2,5
224,6,2014,164,13,4
297,8,2014,237,25,0
363,10,2014,303,30,3
81,1,2014,21,21,1
235,6,2014,175,24,1
232,6,2014,172,21,5
145,3,2014,85,26,2
347,10,2014,287,14,1
248,7,2014,188,7,0
365,11,2014,305,1,5
187,5,2014,127,7,2
184,5,2014,124,4,6
360,10,2014,300,27,0
295,8,2014,235,23,5
266,7,2014,206,25,4
354,10,2014,294,21,1
361,10,2014,301,28,1
229,6,2014,169,18,2
312,9,2014,252,9,1
167,4,2014,107,17,3
269,7,2014,209,28,0
143,3,2014,83,24,0
311,9,2014,251,8,0
199,5,2014,139,19,0
322,9,2014,262,19,4
358,10,2014,298,25,5
180,4,2014,120,30,2
232,6,2014,172,21,5
109,2,2014,49,18,1
286,8,2014,226,14,3
347,10,2014,287,14,1
271,7,2014,211,30,2
329,9,2014,269,26,4
252,7,2014,192,11,4
314,9,2014,254,11,3
272,7,2014,212,31,3
255,7,2014,195,14,0
312,9,2014,252,9,1
145,3,2014,85,26,2
343,10,2014,283,10,4
343,10,2014,283,10,4
146,3,2014,86,27,3
316,9,2014,256,13,5
343,10,2014,283,10,4
363,10,2014,303,30,3
250,7,2014,190,9,2
133,3,2014,73,14,4
73,1,2014,13,13,0
201,5,2014,141,21,2
239,6,2014,179,28,5
172,4,2014,112,22,1
225,6,2014,165,14,5
346,10,2014,286,13,0
327,9,2014,267,24,2
272,7,2014,212,31,3
315,9,2014,255,12,4
249,7,2014,189,8,1
351,10,2014,291,18,5
319,9,2014,259,16,1
349,10,2014,289,16,3
199,5,2014,139,19,0
208,5,2014,148,28,2
224,6,2014,164,13,4
347,10,2014,287,14,1
231,6,2014,171,20,4
328,9,2014,268,25,3
361,10,2014,301,28,1
325,9,2014,265,22,0
308,9,2014,248,5,4
250,7,2014,190,9,2
300,8,2014,240,28,3
343,10,2014,283,10,4
312,9,2014,252,9,1
318,9,2014,258,15,0
159,4,2014,99,9,2
142,3,2014,82,23,6
346,10,2014,286,13,0
324,9,2014,264,21,6
365,11,2014,305,1,5
201,5,2014,141,21,2
137,3,2014,77,18,1
178,4,2014,118,28,0
207,5,2014,147,27,1
66,1,2014,6,6,0
197,5,2014,137,17,5
68,1,2014,8,8,2
223,6,2014,163,12,3
308,9,2014,248,5,4
261,7,2014,201,20,6
302,8,2014,242,30,5
349,10,2014,289,16,3
236,6,2014,176,25,2
305,9,2014,245,2,1
148,3,2014,88,29,5
359,10,2014,299,26,6
193,5,2014,133,13,1
239,6,2014,179,28,5
235,6,2014,175,24,1
314,9,2014,254,11,3
215,6,2014,155,4,2
250,7,2014,190,9,2
152,4,2014,92,2,2
290,8,2014,230,18,0
306,9,2014,246,3,2
234,6,2014,174,23,0
202,5,2014,142,22,3
297,8,2014,237,25,0
347,10,2014,287,14,1
154,4,2014,94,4,4
257,7,2014,197,16,2
305,9,2014,245,2,1
251,7,2014,191,10,3
138,3,2014,78,19,2
272,7,2014,212,31,3
111,2,2014,51,20,3
318,9,2014,258,15,0
228,6,2014,168,17,1
144,3,2014,84,25,1
150,3,2014,90,31,0
206,5,2014,146,26,0
146,3,2014,86,27,3
236,6,2014,176,25,2
311,9,2014,251,8,0
235,6,2014,175,24,1
243,7,2014,183,2,2
311,9,2014,251,8,0
315,9,2014,255,12,4
148,3,2014,88,29,5
214,6,2014,154,3,1
255,7,2014,195,14,0
66,1,2014,6,6,0
350,10,2014,290,17,4
132,3,2014,72,13,3
301,8,2014,241,29,4
160,4,2014,100,10,3
275,8,2014,215,3,6
225,6,2014,165,14,5
174,4,2014,114,24,3
305,9,2014,245,2,1
128,3,2014,68,9,6
272,7,2014,212,31,3
326,9,2014,266,23,1
347,10,2014,287,14,1
272,7,2014,212,31,3
104,2,2014,44,13,3
137,3,2014,77,18,1
361,10,2014,301,28,1
291,8,2014,231,19,1
318,9,2014,258,15,0
320,9,2014,260,17,2
350,10,2014,290,17,4
248,7,2014,188,7,0
268,7,2014,208,27,6
299,8,2014,239,27,2
274,8,2014,214,2,5
306,9,2014,246,3,2
333,9,2014,273,30,1
319,9,2014,259,16,1
366,11,2014,306,2,6
138,3,2014,78,19,2
261,7,2014,201,20,6
259,7,2014,199,18,4
345,10,2014,285,12,6
276,8,2014,216,4,0
268,7,2014,208,27,6
296,8,2014,236,24,6
197,5,2014,137,17,5
244,7,2014,184,3,3
362,10,2014,302,29,2
347,10,2014,287,14,1
350,10,2014,290,17,4
188,5,2014,128,8,3
308,9,2014,248,5,4
235,6,2014,175,24,1
160,4,2014,100,10,3
202,5,2014,142,22,3
150,3,2014,90,31,0
314,9,2014,254,11,3
143,3,2014,83,24,0
248,7,2014,188,7,0
291,8,2014,231,19,1
242,7,2014,182,1,1
315,9,2014,255,12,4
356,10,2014,296,23,3
343,10,2014,283,10,4
308,9,2014,248,5,4
317,9,2014,257,14,6
333,9,2014,273,30,1
221,6,2014,161,10,1
350,10,2014,290,17,4
146,3,2014,86,27,3
167,4,2014,107,17,3
363,10,2014,303,30,3
308,9,2014,248,5,4
234,6,2014,174,23,0
210,5,2014,150,30,4
327,9,2014,267,24,2
268,7,2014,208,27,6
262,7,2014,202,21,0
357,10,2014,297,24,4
133,3,2014,73,14,4
318,9,2014,258,15,0
294,8,2014,234,22,4
203,5,2014,143,23,4
308,9,2014,248,5,4
195,5,2014,135,15,3
301,8,2014,241,29,4
279,8,2014,219,7,3
152,4,2014,92,2,2
355,10,2014,295,22,2
87,1,2014,27,27,0
124,3,2014,64,5,2
290,8,2014,230,18,0
357,10,2014,297,24,4
231,6,2014,171,20,4
316,9,2014,256,13,5
168,4,2014,108,18,4
274,8,2014,214,2,5
231,6,2014,171,20,4
126,3,2014,66,7,4
298,8,2014,238,26,1
165,4,2014,105,15,1
304,9,2014,244,1,0
236,6,2014,176,25,2
207,5,2014,147,27,1
310,9,2014,250,7,6
186,5,2014,126,6,1
242,7,2014,182,1,1
324,9,2014,264,21,6
109,2,2014,49,18,1
207,5,2014,147,27,1
333,9,2014,273,30,1
171,4,2014,111,21,0
236,6,2014,176,25,2
338,10,2014,278,5,6
271,7,2014,211,30,2
174,4,2014,114,24,3
306,9,2014,246,3,2
202,5,2014,142,22,3
267,7,2014,207,26,5
355,10,2014,295,22,2
143,3,2014,83,24,0
231,6,2014,171,20,4
356,10,2014,296,23,3
302,8,2014,242,30,5
328,9,2014,268,25,3
189,5,2014,129,9,4
358,10,2014,298,25,5
362,10,2014,302,29,2
361,10,2014,301,28,1
188,5,2014,128,8,3
195,5,2014,135,15,3
248,7,2014,188,7,0
336,10,2014,276,3,4
123,3,2014,63,4,1
323,9,2014,263,20,5
232,6,2014,172,21,5
241,6,2014,181,30,0
220,6,2014,160,9,0
299,8,2014,239,27,2
200,5,2014,140,20,1
244,7,2014,184,3,3
223,6,2014,163,12,3
146,3,2014,86,27,3
290,8,2014,230,18,0
308,9,2014,248,5,4
254,7,2014,194,13,6
290,8,2014,230,18,0
319,9,2014,259,16,1
287,8,2014,227,15,4
185,5,2014,125,5,0
148,3,2014,88,29,5
361,10,2014,301,28,1
269,7,2014,209,28,0
195,5,2014,135,15,3
82,1,2014,22,22,2
351,10,2014,291,18,5
241,6,2014,181,30,0
237,6,2014,177,26,3
86,1,2014,26,26,6
300,8,2014,240,28,3
225,6,2014,165,14,5
187,5,2014,127,7,2
210,5,2014,150,30,4
353,10,2014,293,20,0
165,4,2014,105,15,1
228,6,2014,168,17,1
159,4,2014,99,9,2
196,5,2014,136,16,4
214,6,2014,154,3,1
357,10,2014,297,24,4
237,6,2014,177,26,3
259,7,2014,199,18,4
365,11,2014,305,1,5
150,3,2014,90,31,0
195,5,2014,135,15,3
357,10,2014,297,24,4
232,6,2014,172,21,5
291,8,2014,231,19,1
243,7,2014,183,2,2
262,7,2014,202,21,0
321,9,2014,261,18,3
312,9,2014,252,9,1
298,8,2014,238,26,1
346,10,2014,286,13,0
299,8,2014,239,27,2
203,5,2014,143,23,4
270,7,2014,210,29,1
189,5,2014,129,9,4
339,10,2014,279,6,0
319,9,2014,259,16,1
276,8,2014,216,4,0
290,8,2014,230,18,0
325,9,2014,265,22,0
220,6,2014,160,9,0
354,10,2014,294,21,1
355,10,2014,295,22,2
232,6,2014,172,21,5
293,8,2014,233,21,3
283,8,2014,223,11,0
76,1,2014,16,16,3
189,5,2014,129,9,4
242,7,2014,182,1,1
174,4,2014,114,24,3
129,3,2014,69,10,0
118,2,2014,58,27,3
307,9,2014,247,4,3
234,6,2014,174,23,0
343,10,2014,283,10,4
211,5,2014,151,31,5
312,9,2014,252,9,1
167,4,2014,107,17,3
196,5,2014,136,16,4
260,7,2014,200,19,5
160,4,2014,100,10,3
331,9,2014,271,28,6
331,9,2014,271,28,6
269,7,2014,209,28,0
324,9,2014,264,21,6
361,10,2014,301,28,1
294,8,2014,234,22,4
344,10,2014,284,11,5
170,4,2014,110,20,6
142,3,2014,82,23,6
359,10,2014,299,26,6
322,9,2014,262,19,4
238,6,2014,178,27,4
110,2,2014,50,19,2
168,4,2014,108,18,4
301,8,2014,241,29,4
313,9,2014,253,10,2
273,8,2014,213,1,4
315,9,2014,255,12,4
240,6,2014,180,29,6
283,8,2014,223,11,0
361,10,2014,301,28,1
261,7,2014,201,20,6
234,6,2014,174,23,0
167,4,2014,107,17,3
267,7,2014,207,26,5
360,10,2014,300,27,0
313,9,2014,253,10,2
208,5,2014,148,28,2
225,6,2014,165,14,5
341,10,2014,281,8,2
269,7,2014,209,28,0
244,7,2014,184,3,3
165,4,2014,105,15,1
346,10,2014,286,13,0
244,7,2014,184,3,3
278,8,2014,218,6,2
323,9,2014,263,20,5
109,2,2014,49,18,1
304,9,2014,244,1,0
210,5,2014,150,30,4
294,8,2014,234,22,4
286,8,2014,226,14,3
339,10,2014,279,6,0
116,2,2014,56,25,1
122,3,2014,62,3,0
361,10,2014,301,28,1
217,6,2014,157,6,4
123,3,2014,63,4,1
321,9,2014,261,18,3
328,9,2014,268,25,3
117,2,2014,57,26,2
282,8,2014,222,10,6
224,6,2014,164,13,4
188,5,2014,128,8,3
312,9,2014,252,9,1
248,7,2014,188,7,0
333,9,2014,273,30,1
206,5,2014,146,26,0
126,3,2014,66,7,4
207,5,2014,147,27,1
266,7,2014,206,25,4
176,4,2014,116,26,5
220,6,2014,160,9,0
84,1,2014,24,24,4
318,9,2014,258,15,0
353,10,2014,293,20,0
357,10,2014,297,24,4
349,10,2014,289,16,3
348,10,2014,288,15,2
278,8,2014,218,6,2
283,8,2014,223,11,0
236,6,2014,176,25,2
285,8,2014,225,13,2
119,2,2014,59,28,4
276,8,2014,216,4,0
209,5,2014,149,29,3
74,1,2014,14,14,1
347,10,2014,287,14,1
224,6,2014,164,13,4
211,5,2014,151,31,5
243,7,2014,183,2,2
117,2,2014,57,26,2
207,5,2014,147,27,1
344,10,2014,284,11,5
305,9,2014,245,2,1
333,9,2014,273,30,1
109,2,2014,49,18,1
350,10,2014,290,17,4
202,5,2014,142,22,3
339,10,2014,279,6,0
234,6,2014,174,23,0
312,9,2014,252,9,1
160,4,2014,100,10,3
137,3,2014,77,18,1
295,8,2014,235,23,5
324,9,2014,264,21,6
243,7,2014,183,2,2
321,9,2014,261,18,3
326,9,2014,266,23,1
308,9,2014,248,5,4
293,8,2014,233,21,3
347,10,2014,287,14,1
202,5,2014,142,22,3
316,9,2014,256,13,5
202,5,2014,142,22,3
332,9,2014,272,29,0
304,9,2014,244,1,0
299,8,2014,239,27,2
254,7,2014,194,13,6
209,5,2014,149,29,3
349,10,2014,289,16,3
322,9,2014,262,19,4
88,1,2014,28,28,1
319,9,2014,259,16,1
233,6,2014,173,22,6
159,4,2014,99,9,2
306,9,2014,246,3,2
350,10,2014,290,17,4
151,4,2014,91,1,1
357,10,2014,297,24,4
300,8,2014,240,28,3
264,7,2014,204,23,2
69,1,2014,9,9,3
166,4,2014,106,16,2
278,8,2014,218,6,2
222,6,2014,162,11,2
314,9,2014,254,11,3
305,9,2014,245,2,1
346,10,2014,286,13,0
168,4,2014,108,18,4
342,10,2014,282,9,3
230,6,2014,170,19,3
130,3,2014,70,11,1
119,2,2014,59,28,4
271,7,2014,211,30,2
291,8,2014,231,19,1
350,10,2014,290,17,4
241,6,2014,181,30,0
174,4,2014,114,24,3
229,6,2014,169,18,2
354,10,2014,294,21,1
168,4,2014,108,18,4
326,9,2014,266,23,1
350,10,2014,290,17,4
285,8,2014,225,13,2
265,7,2014,205,24,3
169,4,2014,109,19,5
251,7,2014,191,10,3
179,4,2014,119,29,1
215,6,2014,155,4,2
357,10,2014,297,24,4
233,6,2014,173,22,6
230,6,2014,170,19,3
332,9,2014,272,29,0
339,10,2014,279,6,0
262,7,2014,202,21,0
210,5,2014,150,30,4
329,9,2014,269,26,4
147,3,2014,87,28,4
291,8,2014,231,19,1
325,9,2014,265,22,0
322,9,2014,262,19,4
119,2,2014,59,28,4
264,7,2014,204,23,2
167,4,2014,107,17,3
334,10,2014,274,1,2
263,7,2014,203,22,1
197,5,2014,137,17,5
285,8,2014,225,13,2
248,7,2014,188,7,0
336,10,2014,276,3,4
343,10,2014,283,10,4
225,6,2014,165,14,5
178,4,2014,118,28,0
177,4,2014,117,27,6
312,9,2014,252,9,1
332,9,2014,272,29,0
249,7,2014,189,8,1
363,10,2014,303,30,3
117,2,2014,57,26,2
164,4,2014,104,14,0
332,9,2014,272,29,0
119,2,2014,59,28,4
227,6,2014,167,16,0
316,9,2014,256,13,5
244,7,2014,184,3,3
229,6,2014,169,18,2
306,9,2014,246,3,2
229,6,2014,169,18,2
286,8,2014,226,14,3
346,10,2014,286,13,0
267,7,2014,207,26,5
66,1,2014,6,6,0
311,9,2014,251,8,0
306,9,2014,246,3,2
299,8,2014,239,27,2
326,9,2014,266,23,1
161,4,2014,101,11,4
311,9,2014,251,8,0
161,4,2014,101,11,4
105,2,2014,45,14,4
312,9,2014,252,9,1
244,7,2014,184,3,3
88,1,2014,28,28,1
87,1,2014,27,27,0
355,10,2014,295,22,2
215,6,2014,155,4,2
346,10,2014,286,13,0
285,8,2014,225,13,2
88,1,2014,28,28,1
315,9,2014,255,12,4
184,5,2014,124,4,6
346,10,2014,286,13,0
319,9,2014,259,16,1
276,8,2014,216,4,0
255,7,2014,195,14,0
165,4,2014,105,15,1
337,10,2014,277,4,5
277,8,2014,217,5,1
234,6,2014,174,23,0
326,9,2014,266,23,1
321,9,2014,261,18,3
340,10,2014,280,7,1
290,8,2014,230,18,0
305,9,2014,245,2,1
224,6,2014,164,13,4
344,10,2014,284,11,5
199,5,2014,139,19,0
173,4,2014,113,23,2
306,9,2014,246,3,2
235,6,2014,175,24,1
306,9,2014,246,3,2
281,8,2014,221,9,5
185,5,2014,125,5,0
299,8,2014,239,27,2
312,9,2014,252,9,1
231,6,2014,171,20,4
354,10,2014,294,21,1
333,9,2014,273,30,1
265,7,2014,205,24,3
255,7,2014,195,14,0
230,6,2014,170,19,3
146,3,2014,86,27,3
132,3,2014,72,13,3
108,2,2014,48,17,0
348,10,2014,288,15,2
273,8,2014,213,1,4
357,10,2014,297,24,4
268,7,2014,208,27,6
262,7,2014,202,21,0
217,6,2014,157,6,4
132,3,2014,72,13,3
223,6,2014,163,12,3
88,1,2014,28,28,1
312,9,2014,252,9,1
338,10,2014,278,5,6
308,9,2014,248,5,4
310,9,2014,250,7,6
102,2,2014,42,11,1
273,8,2014,213,1,4
